Abelmann
Graff
Grahlmann
Grahn
Grahtmann
Gralmann
Gramsch
Grass
Graßau
Grathmann
Grau
Graute
Grave
Gravemann
Graves
Grefing
Greife
Greiwe
Gresken
Greve
Grevemeyer
Grevenkämper
Greving
Grewe
Griese
Griesewell
Grimes
Grimmedahl
Grisham
Groademann
Grolle
Gröne
Groneweg
Groppel
Groß
Große-Esselbrügge
Großeknetter
Große-Nordhaus
Große-Söthebier
Groß-Helmkamp
Grostick
Grotendiek
Grothaus
Grothmann
Grube
Grubinek
Grünenthal
Grünert
Grünewald
Grunneman
Gruss
Grütener
Grüttner
Gsell
Gubser
Guelfi
Guibell
Gundelmann
Gundermann
Gunkler
Günther
Güse
Gussenberg
Güssow
Gütebier
Gutsch
Guye
Haarmann
Haarmeier
Haarmeyer
Haarstromberg
Haase
Habedank
Habenicht
Haberkorn
Habighorst
Hackemöller
Hackemüller
Hackmann
Hackstedt
Haddock
Haege
Haferkamp
Haffkemeyer
Hage
Hagebusch
Hagedorn
Hagelgans
Hagemann
Hagemeyer
Hagenberg
Hageresch
Hagmeister
Hahn
Hahne
Hähnel
Hajek
Hake
Häker
Hall
Hallmann
Halmann
Halverson
Hambörger
Hamer
Hamers
Hammer
Hammerschmid
Hampe
Hänel
Hanenberg
Hanfeld
Hanheide
Hanig
Hänig
Hanke
Hannixmann
Hanrath
Hänsch
Hansen
Hapke
Hardt
Harig
Harmann
Harmeier
Harmening
Harmeyer
Harms
Harrer
Harstromberg
Hartewig
Harting
Hartke
Hartmann
Hartwig
Hartzbecker
Hase
Haseke
Haseköster
Haseley
Hasemeier
Hasemeyer
Haske
Haß
Hassold
Hattesimer
Haubein
Haubold
Hauck
Häuer
Haughton
Haukapp
Haunhorst
Haupt
Haus
Hauschild
Haustede
Havekotte
Haverkamp
Havermann
Havermeyer
Hawighorst
Heaton
Hebbeler
Heberlein
Heberling
Heckert
Hecket
Heckmann
Heer
Heermann
Hegener
Hegerbaum
Hehemann
Hehemeier
Hehmann
Hehmke
Heidbrink
Heidbrinks
Heidemann
Heidenreich
Heidkamp
Heidmann
Heidmeier
Heilemann
Heilmann
Heim
Hein
Heine
Heinker
Heinmeyer
Heitbrink
Heitkamp
Heitmann
Heitmeier
Heitmeyer
Heitz
Held
Helfer
Hellbaum
Hellebaum
Hellemann
Hellige
Hellm
Hellmann
Hellmeier
Hellmich
Hellmig
Helm
Helm(?)
Helman
Helmich
Helmkamp
Helzig
Hemann
Hemmers
Hemminghaus
Hemminghus
Hempel
Henderker
Hendrickson
Hengeborn
Hengelage
Hengelsberg
Henig
Henke
Henne
Hennig
Henning
Henselmeyer
Hensieck
Hensiek
Hensing
Hepe
Herber
Herbers
Herbert
Herbold
Herbord
Herbort
Herft
Hermann
Hermeyer
Hermez
Herrmann
Herter
Herweg
Herwig
Hesher
Hess
Hesse
Hessel
Hesselmeier
Hesselmeyer
Heuelmann
Heuer
Heuermann
Heyde
Heymann
Hiams
Hickman
Hieger
Hildebrandt
Hilgemann
Hilgeneck
Hilker
Hill
Hilwalserbäumer
Hincke
Hindahl
Hindriker
Hinghaus
Hinn
Hinnah
Hinz
Hirsch
Hirth
Hobrock
Hobrok
Hobstetter
Hocke
Hockemeyer
Höcker
Höckmann
Hoefer
Hoemann
Hoepfner
Hoepner
Hoermann
Hoetmar
Höfener
Hoffmann
Hoffmeier
Hoffmeister
Hoffmeyer
Hofman
Hofmann
Hofner
Höger
Hohage
Hohagen
Hohmeyer
Höhn
Hohnhorst
Holländer
Hölle
Hollenbeck
Hollenbecke
Hollied
Holliway
Höllmer
Hölmer
Hölschermann
Hölsebeck
Holste
Hölter
Holtermann
Holtgräfe
Holtgrefe
Holtgreve
Holtgrewe
Holtkamp
Holtmann
Holtmeyer
Holzinger
Holzkamp
Holzkötter
Homann
Hommel
Honenkamp
Honerkamp
Höngen
Honhorst
Höpfner
Hopkins
Hoppe
Horn
Horst
Horstmann
Hösmann
Hößmann
Hoth
Hothmer
Hotmer
Hottenbrink
Höttenschmidt
Howard
Höweler
Hoyer
Hromada
Hub
Huber
Hüchtker
Huck
Hucke
Huckeriede
Huckriede
Hüdepohl
Hudson
Huebler
Hüffmeyer
Hüfmeier
Hüfmeyer
Huge
Hugen
Hüggelmeyer
Huhn
Huißstede
Hull
Hülle
Hülsmann
Hülsmeier
Hülsmeyer
Hülßmann
Hundeling
Hundewinckel
Hunecke
Hünefeld
Hünemeyer
Huning
Hunkemöller
Hunker
Hunsaker
Hunt
Huppe
Hurdelbrink
Hurlbrink
Hurlmeyer
Hurrelbrink
Hurrelmeyer
Hurst
Husemann
Hüsemann
Hüsemann-Wilker
Husing
Huß
Hust
Hustede
Hutschenreuter
Hüttemann
Hutten
Hutter
Hüvelmeyer
Iburg
Idemann
Iding
Igel
Illgen
Imbusch
Imholz
Imholze
Immeyer
Imrecke
Imsieke
Inderwisch
Ingham
Irmer
Irmscher
Irrgang
Irvine
Isermeyer
Israel
Ivemeyer
Jäckel
Jackson
Jacob
Jagemann
Jäger
Jähnig
Jäkel
James
Janmeyer
Jansen
Jansmann
Jantobüren
Jarvis
Jaschko
Jasmund
Jaspering
Jaspersen
Jenkins
Jensen
Joachimmeyer
Jobstvogt
Jobusch
Joeckle
Joesting
Johannieman
Johanningmeier
Johannsmann
Johannsmeier
Johannsmeyer
Johansmann
Johnson
Johnston
Johnstone
Jones
Jorgenson
Jost
Jösting
Jostvogt
Joza
Jubel
Juhr
Jung
Jungblut
Jungeblut
Jungerman
Jungermann
Junghans
Jungsblut
Junker
Jürgens
Jürschke
Kabernagel
Kabisch
Kahle
Kahmann
Kaiser
Kallak
Kallmey
Kallmeyer
Kalmey
Kalthof
Kamlage
Kammerer
Kamp
Kampe
Kämper
Kämpfe
Kampmann
Kampmeyer
Kapp
Kappelmann
Kaps
Kardinahl
Karl
Karsting
Kasper
Kassebaum
Kassen-Larberg
Kassing
Kastenbud
Kastenbutt
Kasting
Kastrup
Kasuska
Kätker
Kauffmann
Kaufmann
Kaulfers
Kaumpt
Käuper
Kaustorf
Kealer
Kehlenbrink
Keller
Kellermann
Kemming
Kemner
Kemper
Kendeler
Keniston
Kerckhoff
Kerkhoff
Kettelmann
Kettlar
Kettler
Kicker
Kiel
Kienker
Kiesekamp
Kilcher
Kindmann
King
Kinker
Kipp-Peterjohann
Kipsieker
Kirber
Kirchhof
Kirchhoff
Kirchner
Kirst
Kisker
Kiwits
Klack
Klaschka
Klattenbach
Klausing
Klausmeier
Klaustermann
Klecker
Kleekamp
Klefoth
Klein
Kleine
Kleine-Ahnepohl
Kleinebecker
Kleineberg
Kleine-Combrink
Kleine-Helmkamp
Kleineknetter
Klein-Helmkamp
Kleins
Kleinschmidt
Kleinschnier
Kleinsorge
Klekamp
Klemme
Klencke
Klene
Klenke
Klesser
Kley
Kleyfodt
Kliesch
Klincksieck
Klöcker
Kloepfil
Kloetzer
Klöfer
Klöker
Klöntrup
Klopmeyer
Klöppel
Klostermann
Klukkert
Klus
Klute
Kluthe
Knabeschuh
Knackwefel
Knap
Knapp
Knäpper
Knäuper
Kneehans
Knehans
Knemeyer
Knepper
Knipmeyer
Knippenberg
Knollenberg
Knollhoff
Knollmann
Knollmeyer
Knolmann
Knop
Knöper
Knops
Knorr
Knost
Knox
Kobusch
Koch
Kochrose
Kockläuner
Kocks
Koehler
Koehring
Koeller
Koenecke
Koenemann
Koenig
Kohler
Köhler
Kohlmeyer
Kohring
Kohrmeyer
Kohrs
Koke
Kolbe
Kolchmeier
Kolckhorst
Kolckhorst-Kahle
Kolckmeyer
Kolk
Kölkebeck
Kolkmeyer
Kolkschneider
Köllges
Kollmeyer
Kombrink
Könemann
Konering
Konert
König
Königs
Koning
Koop
Kopetschy
Kopfenberg
Köpper
Kordsieck
Koreuber
Korfhage
Kormeier
Kormeyer
Kornemann
Korr
Korsmeyer
Korte
Kortejohann
Köster
Köstering
Kottemann
Kötting
Kottmann
Kotzenberg
Kovacevich
Kraak
Kraft
Kraimer
Kramer
Krämer
Kramme
Krampe
Kräning
Kransiek
Kraus
Krause
Krausnick
Krautter
Kreecke
Kreftfänger
Kreienhage
Kreienkamp
Kreit
Kreke
Krell
Kremer
Krems
Krenning
Kreusch
Kreutzfeld
Kreuz
Kreyenhage
Kreyenhagen
Kreyenkamp
Kriege
Krieger
Krienhagen
Kroening
Kröger
Krome
Krone
Kröning
Kronsbein
Kruel
Krüel
Kruggel
Krukenberg
Krumbein
Krumkühler
Kruschinski
Kruse
Kruwel
Krüwel
Kück
Kuehnert
Kuehni
Kuelmann
Kuester
Kuez
Küfer
Kuhlenbeck
Kuhlmann
Kühmann
Kuhmüller
Kuhn
Kulicki
Kulling
Kulmann
Kuming
Kumming
Kumple
Kunefke
Künemann
Küngel
Künker
Künnemann
Künsemüller
Küntemüller
Kuntze
Kunze
Kuper
Küper
Kurlfinke
Kurrelmeier
Kurze
Kusewitt
Kusserow
Küster
Küttner
Kuzio
Laaten
Ladener
Laheher
Lähkamp
Lahmann
Lahrmann
Laine
Lambert
Lamerich
Lammerbart
Lammerbarth
Lammerding
Lammers
Lammert
Lampe
Landtwehr
Landwehr
Lanfersiek
Lang
Lange
Langenbach
Langenberg
Langenkamp
Langer
Langerman
Langewand
Langewandt
Langhan
Langsenkamp
Lankau
Lanvermeier
Lanvermeyer
Lanversiek
Lasser
Last
Lathram
Laudel
Lauenberg
Laugemann
Lauheide
Laumeyer
Laustermann
Lautenschläger
Lavendar
Lechner
Lecon
Leffingwell
Leffler
Lefker
Lehman
Lehmann
Leimann
Leimbrink
Leimkühler
Leker
Lembke
Lemgo
Lenz
Leonard
Leonhardt
Lepper
Leschefski
Letschert
Levert
Lewig
Lichte
Licznerski
Liebers
Liebig
Liekam
Lienemeyer
Liesenberg
Lietemeyer
Lietk
Lilier
Lindemann
Lindert
Lindhorst
Lindner
Linemann
Lingard
Linke
Linkermann
Linkmeyer
Linnemann
Linnenschmidt
Lippold
Lippolt
Liste
Lochmann
Lodder
Lodtmann
Loesecke
Loevekamp
Loges
Loheide
Lohemann
Lohemann?
Lohmann
Lohmeyer
Lohmiller
Lohöfener
Löhr
Lohrbach
Lohse
Long
Loomis
Looy
Löser
Loth
Lotz
Love
Lovekamp
Lowe
Löwekamp
Lowe-Wylde
Loxtermann
Lübbe
Lübbers
Lübbersmann
Lübbert
Lübcker
Lübker
Lücke
Lückemeyer
Lücken
Lückens
Lücking
Lüermann
Lührmann
Lüke
Lükemeier
Lüking
Lüning
Lürmann
Lüssenheide
Lust
Lütkemeier
Lütker
Luttmann
Luz
Maas
Maaß
Mabry
Mackensen
Mackin
Maes
Maeß
Magna
Mailänder
Malasse
Mandrella
Mann
Marahrenz
Marjenau
Marks
Marmelstein
Marohn
Marquard
Marquart
Marqwardinck
Marschall
Marten
Martin
Marting
Martinson
Martling
Marx
Marzinowski
Mäscher
Maschmeier
Maschmeyer
Maskly
Massbaum
Maßmann
Matthes
Mattlage
Matz
Matzdorf
Mauersberg
Mauntel
Mauntker
Maurer
Mausmann
Mayne
McConky
McFarland
McKim
McLaren
Meckfessel
Medewellen
Meerhof
Meerhoff
Meese
Mehrhof
Mehrhoff
Mehrpohl
Meidt
Meier
Meier-Evert
Meierherm
Meierhof
Meier-Johann
Meierker
Meiers
Meiersiek
Meikinghaus
Meinberg
Meinecke
Meined
Meinen
Meinershagen
Meinert
Meinker
Meinkers
Meisch
Meise
Melcher
Melchior
Melker
Memers
Memorich
Mencke
Menckhaus
Mende
Menke
Menkhaus
Menkhof
Menkhus
Mensink
Mentz
Menzel
Merelsmann
Merhof
Merhoffs
Mertelsmann
Merz
Mescher
Mestemacher
Methe
Mette
Mettenbrink
Metting
Mettler
Metzger
Meyerholz
Meyering
Meyerwisch
Meykenhorst
Meyran
Michael
Michaelis
Michalske
Michel
Mickenhagen
Middelberg
Middelbüscher
Middeldorf
Middeldorff
Middendarp
Middendorf
Middendorp
Milges
Miller
Mindrup
Minke
Minneker
Mirisch
Mirsch
Mischke
Mitchell
Mithafer
Mithöfer
Mittelberg
Mittenberg
Mittendarp
Mittendorf
Moahs
Möbius
Modersohn
Moehring
Moeller
Möhlmann
Möhring
Mölk
Molkenbur
Möllenbrock
Möllenkamp
Mollenkopf
Möllenpage
Möller
Möllering
Möllersmann
Mollmann
Möllmann
Mönch
Mönckehues
Monecke
Mönich
Mönk
Mönkehaus
Mönkehoff
Mönkemöller
Mönkhaus
Mönkhof
Mönkhus
Mönnich
Mönter
Montgomery
Moormann
Morf
Morgen
Morgenstern
Moritz
Moritzer
Morris
Moser
Mosney
Mueller
Mügge
Müller
Mullins
Münch
Munde
Murillo
Murken
Murphy
Mußbach
Myers
Naber
Nabering
Naeve
Nagel
Nagelsmöller
Nahrendorf
Napper
Nardmann
Narthaus
Natemeyer
Naumann
Neddermann
Neher
Nehrenhaus
Nehring
Nelson
Nelz
Nendel
Nentrup
Nestler
Netcher
Neu
Neugebauer
Neuhaus
Neuhüser
Neumann
Newby
Nickel
Nicklaus
Nicolai
Niebrügge
Niederbeckmann
Niederbrüning
Niederhaus
Niederhenke
Niederhus
Niedermeyer
Niederrielage
Niederschlake
Niederwöhrmann
Niegengerd
Niehaus
Niehenke
Niehof
Niehus
Niehüsmeyer
Niehuß
Niekamp
Nieman
Niemeier
Niendieck
Niendiek
Nienhüser
Nienhüsmeier
Nienker
Nierhus
Niermann
Niermauntel
Niermeier
Niermeyer
Niewedde
Niewoehner
Niewöhner
Niggehof
Niggeloh
Ninker
Nirnhurs
Nölke
Nollmann
Nolte
Noltemeyer
Nolting
Nordenholz
Nordhaus
Nordmann
Nordmeyer
Nordsieck
Nordwald
North
Nortmann
Nuehring
Nülle
Nunnenkamp
Nunnensiek
Nykamp
Oakley
Oberbockstruck
Oberbrüning
Oberdick
Oberdieck
Oberender
Oberfeld
Obergöker
Obermann
Obermeyer
Obermüller
Oberniehaus
Oberrielage
Oberwahrenbrock
Oberwitte
Obrock
Obrocks
Ochterbeck
Oehlrich
Oelgenschläger
Oelgeschlaeger
Oelgeschläger
Oeltjenbruns
Oelze
Oentrup
Oertmann
Oestemeyer
Oestringer
Ogren
Ohlinger
Ohmann
Ohmäscher
Olbricht
Olof
Olson
Oltman
O'Neal
Onnebrink
Ontrup
Opitz
Opliger
Orthmann
Ortmann
Orton
Orwig
Oryrick(?)
Osborne
Osiek
Ossenbrink
Ossendarp
Ostendarp
Ostendorf
Osterhaus
Osterhus
Ostermann
Ostermöller
Osthaar
Ostheider
Osthoff
Ostmeyer
Otte
Ottemeyer
Otte-Witte
Otting
Otto
Ovelgönne
Ovemann
Ovenstake
Overmeyer
Oyen
Paak
Paetz
Pahlmann
Palgemeyer
Palmeyer
Palmiter
Panik
Pante
Pape
Papenburg
Pardieck
Parr
Pärsch
Partzsch
Patberg
Patten
Pauge
Paul
Pauls
Paust
Pauts
Pawlak
Peddenpohl
Peifer
Peifuß
Peistrup
Peiters
Pelker
Pelot
Pelster
Penning
Pentermann
Peperkorn
Perry
Pestrup
Peter
Petermann
Peters
Peterschlingmann
Petersen
Petersmann
Petersmeyer-Lohmann
Peterson
Petry
Pettit
Peyfußes
Pfaffenbach
Pfeifer
Pflüger
Pfretzschner
Phelan
Philipps
Pick
Pickering
Piel
Piepenbrink
Piepenstock
Pieper
Pilgrim
Pimpe
Pink
Placke
Placken
Planitz
Plate
Platz
Pleggenkuhle
Plegmeyer
Pleitner
Plettenkuhl
Plogmann
Plogstert
Plohr
Ploog
Plümer
Poggemann
Poggemeyer
Poggenbeck
Pohl
Pohle
Pöhler
Pohlmann
Pohlmeier
Polaschek
Polatschek
Polenske
Polenz
Pollmann
Pollock
Polscher
Pomp
Pönitz
Poos
Popa
Popp
Poppa
Poppel
Pörtner
Pothof
Pötker
Pott
Pottebaum
Pötter
Potthoff
Potts
Prange
Prante
Prasse
Preckewinkel
Preckwinkel
Preiß
Prier
Prinz
Prior
Probst
Protzel
Prühsner
Pruss
Prüßner
Puats
Puck
Pufahl
Purnhage
Puse
Quam
Quark
Quast
Quest
Raube
Raudies
Rebbe
Rebber
Recker
Redecker
Redeker
Redemeyer
Reeker
Rehling
Rehme
Reibstein
Reich
Reichelt
Reimann
Reimer
Reimherr
Reinbach
Reiner
Reinert
Reipschläger
Reißig
Reker
Reller
Remmers
Remmert
Rensmann
Retschulte
Reupke
Rewerts
Reymer
Reynold
Reynolds
Rheinberg
Ribbeck
Rice
Richards
Richter
Riddle
Riedel
Riedemann
Rieder
Rieke
Rielage
Riemann
Riemeier
Riepe
Rietbrok
Rietmann
Ringelmann
Ringhoff
Rinne
Ritter
Rittmar
Rittmeister
Röckelkamp
Rode
Rodefeld
Rodenbeck
Rodenbrock
Rodenkamp
Röder
Roegge
Roesch
Roettger
Rögge
Röhen
Rohling
Röhlinghaus
Rohlker
Röhrig
Rolekynck
Rolf
Rolfes
Rolff
Rolker
Rölker
Roller
Rose
Rosemann
Rosemeier
Rosenbaum
Rosendal
Rosenkötter
Rosenthal
Ross
Rößler
Roter
Rotert
Roth
Röthemeyer
Rothenbühler
Rothert
Rott
Röttger
Rottmann
Rottmüller
Rowiehe
Rüdebusch
Ruff
Ruhoff
Rülke
Rummenhol
Rümpler
Runge
Rus
Ruschhaupt
Rüskamp
Ruß
Rüsse
Russkamp
Russwinkel
Rust
Rüstemeyer
Ruswinkel
Rüter
Rutherford
Ruweler
Saborowski
Sachs
Sachteleben
Sack
Sadler
Säger
Sahlmann
Sahrhage
Sahrmann
Salfeld
Saligmann
Sälter
Samsen
Samson
Sander
Sanderbrink
Sanders
Sandkühler
Sandner
Sandy
